id,name,model,dateOfCreation,color,price
4817,Nissan,Corolla,2013-06-14,Cornsilk,13645.81
4818,Honda,C-Class,2022-07-06,LightCoral,12530.81
4819,Honda,Corolla,2009-12-21,SlateGray,36089.8
4820,BMW,Model S,2019-03-01,Red,10281.75
4821,Nissan,C-Class,2023-02-19,LemonChiffon,39530.47
4822,Audi,Corolla,2022-09-05,CadetBlue,43122.7
4823,BMW,Corolla,2004-02-29,OrangeRed,6739.43
4824,Tesla,Golf,2003-09-24,Cyan,36324.76
4825,Mercedes-Benz,Silverado,2006-06-13,SeaShell,36804.0
4826,Honda,Corolla,1998-01-03,BurlyWood,21151.2
4827,BMW,Corolla,1994-04-08,CadetBlue,19721.0
4828,Honda,Model S,2019-11-10,Blue,72722.18
4829,Nissan,C-Class,1996-05-19,Brown,74479.72
4830,BMW,Altima,2006-09-06,MediumOrchid,13394.9
4831,Honda,3 Series,2017-05-12,LightSkyBlue,12919.44
4832,Mercedes-Benz,Corolla,2017-07-21,LightSalmon,19818.99
4833,Nissan,Silverado,2006-09-15,Lime,45232.28
4834,Volkswagen,C-Class,1995-08-30,DarkSlateBlue,22017.7
4835,Mercedes-Benz,3 Series,2002-09-08,Crimson,61433.19
4836,Mercedes-Benz,Corolla,2015-08-10,DeepSkyBlue,46173.61
4837,BMW,C-Class,1999-07-12,Tomato,62106.19
4838,Volkswagen,C-Class,2021-03-09,MediumVioletRed,17584.95
4839,Mercedes-Benz,Golf,1996-04-07,FireBrick,44190.33
4840,Toyota,Silverado,2018-12-14,SeaGreen,72750.75
4841,Mercedes-Benz,Altima,2020-10-02,MediumSpringGreen,67904.14
4842,Chevrolet,Civic,1996-02-13,Blue,22742.55
4843,Chevrolet,A4,2021-03-03,MediumBlue,23028.15
4844,Audi,Model S,2017-08-23,LightGreen,10003.45
4845,Chevrolet,C-Class,2000-02-15,MediumBlue,79706.66
4846,Mercedes-Benz,F-150,2014-08-08,SkyBlue,56075.3
4847,Toyota,Silverado,2006-04-22,LightCyan,39742.86
4848,Mercedes-Benz,Model S,2018-12-26,Chartreuse,29605.77
4849,Nissan,C-Class,2020-01-05,Gainsboro,8458.78
4850,BMW,Corolla,2010-05-02,DodgerBlue,53001.77
4851,Volkswagen,A4,2021-07-10,GoldenRod,61397.06
4852,BMW,Altima,1994-08-15,Tomato,24194.35
4853,Chevrolet,Model S,2017-06-05,RoyalBlue,34435.06
4854,Honda,Model S,2000-03-02,DeepSkyBlue,49422.63
4855,Ford,F-150,2008-07-24,BurlyWood,61594.04
4856,BMW,3 Series,2014-03-25,LightSkyBlue,38544.75
4857,Mercedes-Benz,C-Class,2017-01-27,LightSalmon,55004.08
4858,Toyota,Corolla,2013-08-22,Thistle,58375.89
4859,Ford,Altima,2018-04-14,LightGray,60318.95
4860,Honda,A4,1995-11-04,LightSalmon,10304.42
4861,Chevrolet,3 Series,2015-01-03,DarkSeaGreen,17479.6
4862,Chevrolet,Civic,2000-04-21,Yellow,34423.33
4863,Mercedes-Benz,3 Series,2006-02-18,LightSeaGreen,61748.56
4864,Nissan,3 Series,2001-06-03,SandyBrown,62251.99
4865,BMW,3 Series,2006-11-06,HoneyDew,20048.05
4866,Toyota,A4,2007-11-14,LightCyan,38960.58
4867,Honda,Silverado,1998-04-22,DarkTurquoise,41255.43
4868,Honda,Silverado,2020-11-16,DarkTurquoise,31415.55
4869,Mercedes-Benz,C-Class,2003-05-19,NavajoWhite,59548.67
4870,Volkswagen,Model S,2017-03-23,Salmon,66750.91
4871,Ford,A4,1998-10-16,Peru,9556.88
4872,BMW,A4,1999-12-16,DarkGray,64062.28
4873,Nissan,Model S,2004-06-17,Maroon,39481.14
4874,Tesla,Corolla,1996-04-20,DarkOliveGreen,47247.58
4875,Chevrolet,C-Class,1996-01-17,MistyRose,46214.56
4876,Volkswagen,Golf,2022-06-19,DodgerBlue,38058.57
4877,Audi,3 Series,2007-04-08,Teal,48791.88
4878,Audi,Altima,2008-02-12,SeaShell,19607.85
4879,BMW,3 Series,1996-02-20,Bisque,56290.17
4880,Ford,Altima,2002-05-21,LightYellow,52290.37
4881,Volkswagen,F-150,1997-07-23,Salmon,76477.78
4882,BMW,Model S,2001-12-27,Aqua,13595.45
4883,BMW,A4,2012-03-18,SeaShell,66670.93
4884,BMW,F-150,2014-01-04,MediumBlue,59795.14
4885,Ford,Golf,2018-06-07,LightGray,76556.93
4886,Volkswagen,Silverado,2016-11-01,WhiteSmoke,58918.34
4887,Nissan,F-150,2007-08-21,Beige,59962.68
4888,Audi,Golf,1997-06-20,MediumAquaMarine,15871.97
4889,Honda,Golf,2014-01-02,Teal,78096.09
4890,Tesla,Altima,2013-06-01,LimeGreen,79166.25
4891,Tesla,A4,1997-11-12,Azure,34312.87
4892,Audi,C-Class,2023-11-17,Brown,38657.96
4893,Mercedes-Benz,C-Class,1998-05-22,LightSalmon,7858.84
4894,Chevrolet,A4,2003-09-26,DarkSlateBlue,65069.78
4895,BMW,A4,2009-08-03,Cyan,36535.0
4896,BMW,Golf,2013-12-08,DarkRed,9194.74
4897,Toyota,F-150,2016-08-18,LightGray,20093.05
4898,Mercedes-Benz,Silverado,2014-05-27,Beige,73098.53
4899,Toyota,Altima,2023-03-06,Black,27063.45
4900,Toyota,Silverado,1998-12-12,SeaGreen,27145.11
4901,Toyota,Corolla,2007-06-13,NavajoWhite,58888.4
4902,Mercedes-Benz,Model S,2006-11-14,CadetBlue,36596.57
4903,Honda,F-150,2008-04-16,FireBrick,5968.68
4904,Audi,Civic,2002-07-30,Silver,57073.41
4905,Ford,F-150,2004-10-15,DarkViolet,8436.84
4906,BMW,Golf,1995-05-27,NavajoWhite,75357.31
4907,Volkswagen,Silverado,2008-07-24,OldLace,50401.71
4908,Ford,Corolla,2012-07-27,Green,36312.59
4909,Mercedes-Benz,3 Series,2012-06-08,DarkRed,22067.99
4910,Mercedes-Benz,A4,2014-02-13,LightYellow,6199.7
4911,Audi,A4,2010-10-06,OrangeRed,44003.25
4912,Tesla,F-150,2016-12-17,SpringGreen,55053.58
4913,Toyota,A4,2015-10-03,OliveDrab,57048.54
4914,Mercedes-Benz,C-Class,2000-09-24,PeachPuff,24024.77
4915,Ford,A4,2002-09-02,Chartreuse,53122.97
4916,Volkswagen,A4,2022-04-11,MediumBlue,78134.03
4917,Mercedes-Benz,Altima,2005-12-24,Blue,9353.48
4918,Toyota,Corolla,2006-07-09,DarkOrange,36263.46
4919,Volkswagen,F-150,2011-12-29,ForestGreen,36382.4
4920,Audi,A4,2001-06-09,Aqua,15287.05
4921,Tesla,C-Class,2012-09-15,DarkKhaki,26161.64
4922,Volkswagen,F-150,1997-11-19,DarkSlateGray,25984.08
4923,Volkswagen,3 Series,2001-08-31,OliveDrab,18502.01
4924,BMW,Altima,2006-11-01,Brown,29232.31
4925,Tesla,Model S,2004-06-02,OldLace,47567.76
4926,Nissan,Model S,1997-10-22,Navy,17391.68
4927,Honda,Civic,2006-03-24,DarkViolet,40304.0
4928,Chevrolet,C-Class,2015-03-01,IndianRed,10835.58
4929,Honda,Altima,2000-01-17,Indigo,52131.37
4930,Nissan,Silverado,2006-08-30,CadetBlue,39157.25
4931,Mercedes-Benz,A4,1999-12-04,ForestGreen,13227.42
4932,Honda,Model S,2011-03-03,Blue,76209.45
4933,Mercedes-Benz,Corolla,2010-01-27,LightSalmon,12177.8
4934,Tesla,Civic,2023-12-06,FloralWhite,25322.45
4935,Toyota,Altima,2000-03-13,PowderBlue,60409.48
4936,Honda,Golf,2011-07-10,SteelBlue,24459.79
4937,BMW,Altima,2000-05-15,Aquamarine,44881.76
4938,Tesla,C-Class,2005-10-12,Red,79443.71
4939,Audi,3 Series,1996-09-08,Lavender,54556.65
4940,Honda,A4,2009-01-02,Sienna,8848.78
4941,Toyota,3 Series,2005-09-07,Tan,58377.35
4942,BMW,3 Series,1997-04-24,SkyBlue,28543.84
4943,Honda,Golf,2012-07-07,Lime,37909.44
4944,Ford,Model S,2019-12-22,RosyBrown,51781.3
4945,BMW,Model S,1999-06-18,LightGreen,48001.89
4946,Ford,Altima,2011-08-03,BlueViolet,48875.3
4947,BMW,3 Series,2008-09-08,HoneyDew,6775.73
4948,BMW,C-Class,2017-08-13,Orchid,78566.37
4949,Honda,3 Series,2018-06-10,Aqua,33258.56
4950,Tesla,F-150,2013-06-08,SkyBlue,51714.28
4951,Nissan,Model S,2004-01-19,Salmon,55219.04
4952,Ford,Corolla,2019-04-06,RosyBrown,62657.56
4953,Honda,F-150,1998-02-04,LightGoldenRodYellow,24540.99
4954,Chevrolet,C-Class,2011-02-11,MediumAquaMarine,66142.48
4955,BMW,F-150,2022-01-11,Indigo,59634.93
4956,BMW,3 Series,1997-07-07,Olive,29663.04
4957,Nissan,C-Class,2021-10-23,Gainsboro,49500.51
4958,Toyota,Silverado,2003-01-14,MidnightBlue,5044.34
4959,Honda,Corolla,2010-11-23,Azure,70028.9
4960,Chevrolet,C-Class,2000-08-01,GreenYellow,20414.54
4961,Mercedes-Benz,Silverado,1994-11-05,ForestGreen,34140.66
4962,Volkswagen,Civic,2008-04-16,SeaShell,68187.01
4963,Nissan,Corolla,1998-03-23,LightGoldenRodYellow,22864.88
4964,BMW,Corolla,2023-04-07,PaleGoldenRod,51779.29
4965,Chevrolet,Civic,2016-12-10,Violet,72609.31
4966,Ford,C-Class,2001-02-12,Chartreuse,72312.75
4967,Chevrolet,3 Series,2005-07-15,LightSkyBlue,11179.88
4968,Tesla,Civic,2012-02-10,Chocolate,58230.55
4969,Mercedes-Benz,A4,2013-07-09,SpringGreen,17093.82
4970,Volkswagen,Corolla,2021-02-08,Chocolate,54399.05
4971,Toyota,3 Series,2018-09-01,ForestGreen,69912.92
4972,Tesla,3 Series,2010-03-15,BurlyWood,24381.97
4973,Honda,Civic,2012-06-06,DarkSalmon,65305.67
4974,Nissan,Civic,2013-04-12,Violet,59644.14
4975,Volkswagen,Corolla,2013-04-19,Coral,60216.56
4976,Chevrolet,C-Class,2011-06-06,NavajoWhite,45799.26
4977,Honda,F-150,2002-11-11,IndianRed,66332.16
4978,Honda,Model S,2011-07-25,RoyalBlue,47236.01
4979,Nissan,3 Series,2001-07-23,Crimson,70529.83
4980,Ford,A4,1998-11-19,Khaki,55256.81
4981,Nissan,Silverado,2017-05-04,PaleTurquoise,50460.59
4982,Mercedes-Benz,F-150,2014-02-04,DimGray,24488.86
4983,Mercedes-Benz,Civic,2014-05-14,GoldenRod,77119.24
4984,BMW,Civic,2001-02-24,LawnGreen,14922.76
4985,Ford,Silverado,2019-01-24,DarkGray,79721.37
4986,Volkswagen,Golf,2013-07-24,SpringGreen,70599.3
4987,BMW,Civic,2020-03-13,Yellow,78764.99
4988,Tesla,3 Series,2020-06-26,DarkViolet,44339.0
4989,Chevrolet,Corolla,2020-06-17,MediumSlateBlue,48859.56
4990,Nissan,Silverado,2014-12-13,OrangeRed,57204.8
4991,BMW,A4,2006-04-17,Plum,21059.76
4992,Tesla,Model S,2004-05-11,Turquoise,12923.21
4993,Mercedes-Benz,A4,2022-12-05,DeepPink,46075.37
4994,Audi,Altima,2002-03-10,RoyalBlue,67883.48
4995,BMW,3 Series,2014-12-21,ForestGreen,62917.83
4996,BMW,Golf,1995-10-06,DarkGray,69497.21
4997,BMW,3 Series,2005-08-01,FireBrick,29487.79
4998,BMW,Silverado,1999-12-09,Coral,21911.46
4999,Honda,F-150,2017-06-20,Linen,18474.7
5000,BMW,Corolla,2013-11-25,Yellow,19635.42
5001,Nissan,Altima,2017-11-27,CornflowerBlue,68136.52
5002,Honda,3 Series,1997-04-14,Crimson,16435.18
5003,Chevrolet,Golf,1996-03-29,WhiteSmoke,70093.45
5004,Nissan,3 Series,2014-06-07,IndianRed,54876.49
5005,Audi,C-Class,2012-10-10,AliceBlue,73534.56
5006,Tesla,Civic,2002-02-22,Cyan,11013.84
5007,Volkswagen,Silverado,2021-01-21,Lavender,21510.39
5008,Ford,C-Class,1999-02-12,LimeGreen,34566.11
5009,Ford,Golf,2013-11-03,HotPink,8487.28
5010,Volkswagen,Altima,2004-05-16,Yellow,18254.68
5011,Audi,F-150,1995-07-11,RoyalBlue,60108.03
5012,Tesla,3 Series,2013-03-25,Green,65390.87
5013,Volkswagen,3 Series,2019-03-19,BurlyWood,73305.37
5014,Volkswagen,A4,2010-11-28,White,77973.67
5015,Mercedes-Benz,Corolla,1996-08-08,BlueViolet,66984.29
5016,Tesla,A4,2018-01-08,DarkOrange,40117.16
5017,Tesla,Golf,1998-11-30,LightSeaGreen,74126.43
5018,Toyota,Civic,1998-12-03,MediumVioletRed,8554.81
5019,Chevrolet,3 Series,1996-12-15,Aquamarine,38568.97
5020,Nissan,C-Class,2003-12-19,OliveDrab,79484.82
5021,Ford,Model S,2010-12-18,Ivory,6240.08
5022,Ford,F-150,2010-06-27,Turquoise,46991.91
5023,Tesla,Corolla,1999-09-15,Peru,51497.02
5024,BMW,Model S,2020-02-24,Moccasin,53269.7
5025,Volkswagen,C-Class,2021-06-30,MediumAquaMarine,49212.74
5026,Toyota,A4,2014-12-24,SeaShell,17023.16
5027,Toyota,Silverado,2007-10-28,YellowGreen,47353.0
5028,Tesla,Silverado,2020-10-16,LemonChiffon,73674.96
5029,Audi,A4,1997-05-14,MediumOrchid,42553.69
5030,Ford,F-150,2020-08-07,PaleGreen,78396.69
5031,Tesla,Altima,1998-02-20,Khaki,55091.85
5032,Ford,Silverado,2000-08-31,FloralWhite,42951.04
5033,Chevrolet,Altima,2015-01-27,BurlyWood,44188.83
5034,Audi,Golf,2010-04-23,Salmon,70914.62
5035,Mercedes-Benz,Silverado,2004-04-19,BurlyWood,40331.43
5036,Nissan,F-150,2010-01-21,LawnGreen,30618.29
5037,Tesla,A4,1998-06-02,PeachPuff,43628.76
5038,Nissan,Civic,2018-08-29,AliceBlue,31274.77
5039,Toyota,Civic,2005-02-10,LemonChiffon,52875.04
5040,Toyota,Corolla,2003-08-17,Gainsboro,19084.94
5041,Toyota,Silverado,2013-11-03,FloralWhite,38559.03
5042,Nissan,Civic,2002-04-06,MediumSpringGreen,34900.57
5043,Volkswagen,Golf,2007-10-08,LightGreen,75527.42
5044,Nissan,Golf,2005-07-27,LimeGreen,66755.41
5045,Volkswagen,C-Class,2005-04-27,DarkOliveGreen,13477.63
5046,Toyota,Corolla,2015-01-16,Peru,40409.96
5047,Volkswagen,F-150,1996-06-23,PapayaWhip,63850.92
5048,Toyota,Altima,2019-05-03,GreenYellow,13991.31
5049,Mercedes-Benz,3 Series,2001-04-11,MediumBlue,40419.01
5050,Volkswagen,Model S,1994-04-09,Bisque,23074.56
5051,Volkswagen,Silverado,2015-11-15,LawnGreen,32835.9
5052,Volkswagen,F-150,2018-09-17,Azure,15318.51
5053,Honda,Altima,2008-02-24,Chocolate,23173.4
5054,Nissan,Civic,1998-02-23,SeaGreen,75668.65
5055,Mercedes-Benz,3 Series,2017-11-20,Yellow,70457.74
5056,Chevrolet,Silverado,2007-11-11,HotPink,10214.49
5057,BMW,3 Series,2013-12-21,MediumSpringGreen,48031.1
5058,Nissan,Civic,2007-06-24,Lime,67270.54
5059,Nissan,Model S,2006-09-27,LightSlateGray,45765.2
5060,Ford,F-150,2005-10-26,WhiteSmoke,5030.99
5061,Tesla,3 Series,2012-10-24,PaleGreen,40863.68
5062,Nissan,Civic,2000-04-06,Crimson,29061.32
5063,BMW,Model S,2015-09-22,HotPink,74184.08
5064,Mercedes-Benz,Civic,2016-11-04,PeachPuff,58352.28
5065,Mercedes-Benz,F-150,2012-12-15,Chocolate,10167.08
5066,BMW,Silverado,1997-05-26,Brown,75597.0
5067,Chevrolet,F-150,1994-04-21,MediumBlue,46034.13
5068,Toyota,A4,2000-05-07,Linen,21141.99
5069,Toyota,Silverado,1996-11-28,DarkGoldenRod,28779.07
5070,Toyota,Civic,2008-01-01,Black,61908.39
5071,Tesla,C-Class,2001-05-18,Magenta,25415.17
5072,Audi,Corolla,2006-06-14,FloralWhite,62587.44
5073,Audi,F-150,2005-01-24,Fuchsia,61284.79
5074,Honda,3 Series,2004-12-29,SandyBrown,9999.19
5075,Mercedes-Benz,Civic,2017-10-29,Lime,43149.66
5076,BMW,3 Series,1996-12-15,LightSkyBlue,34138.57
5077,Nissan,Model S,2011-02-22,DarkViolet,29079.44
5078,Honda,3 Series,2018-10-03,GhostWhite,15141.6
5079,Nissan,A4,2000-08-31,DarkOrange,46729.45
5080,Mercedes-Benz,F-150,2017-01-21,Maroon,35900.2
5081,Nissan,Model S,2020-10-05,OldLace,12326.43
5082,Ford,Model S,2022-03-14,DarkKhaki,49888.66
5083,Tesla,Altima,1995-05-17,Thistle,64678.72
5084,Audi,Model S,2015-09-07,DarkMagenta,6354.56
5085,Tesla,Silverado,2022-10-15,Snow,28740.42
5086,Nissan,3 Series,2002-12-21,LightSlateGray,5213.2
5087,Ford,3 Series,2019-10-17,PaleTurquoise,66008.47
5088,Chevrolet,Corolla,2017-12-13,LemonChiffon,24768.4
5089,Mercedes-Benz,Golf,2012-01-22,Cornsilk,15237.46
5090,BMW,C-Class,2019-07-23,Aqua,50856.4
5091,Tesla,Golf,2011-05-03,LightCoral,60802.11
5092,Tesla,3 Series,2021-09-29,MediumOrchid,23212.06
5093,Volkswagen,C-Class,2023-12-12,Maroon,12008.74
5094,Toyota,Civic,1999-05-04,DarkOrange,63393.12
5095,Volkswagen,F-150,1997-08-13,LemonChiffon,26999.75
5096,Mercedes-Benz,C-Class,2018-08-10,DarkBlue,72291.12
5097,Mercedes-Benz,Golf,2010-09-25,PapayaWhip,14835.06
5098,BMW,Golf,1997-11-07,GoldenRod,46029.47
5099,Honda,Altima,2019-11-21,Purple,40227.4
5100,Nissan,C-Class,1994-11-15,Orchid,18877.79
5101,Ford,Civic,1997-12-01,LightSlateGray,42657.03
5102,Chevrolet,Golf,2020-01-30,Tomato,57696.52
5103,Volkswagen,Model S,2002-03-01,LawnGreen,17226.44
5104,BMW,Civic,1997-10-16,GoldenRod,66773.49
5105,Mercedes-Benz,3 Series,1998-09-12,LightSalmon,78820.53
5106,Tesla,C-Class,2009-08-14,IndianRed,8701.32
5107,Tesla,A4,2005-09-09,Bisque,66020.05
5108,Toyota,C-Class,2023-06-26,Olive,32820.45
5109,BMW,Golf,2013-11-11,Chartreuse,48482.01
5110,Chevrolet,Corolla,2016-02-08,LavenderBlush,61295.1
5111,Toyota,Model S,2012-11-12,MediumPurple,73047.61
5112,Toyota,Altima,2011-08-16,Gold,12629.6
5113,Honda,A4,2015-04-21,DimGray,7300.34
5114,Mercedes-Benz,F-150,2019-06-09,OldLace,19794.43
5115,Ford,Civic,2006-06-23,DarkMagenta,44215.05
5116,Volkswagen,Corolla,2009-06-13,OldLace,57318.61
5117,Volkswagen,Corolla,2018-10-14,BlanchedAlmond,35013.87
5118,Ford,Golf,1998-01-16,RoyalBlue,32736.84
5119,Chevrolet,Corolla,2016-08-15,RosyBrown,65471.91
5120,Nissan,Model S,2014-04-14,LightSkyBlue,21451.81
5121,Tesla,3 Series,1995-05-11,Snow,12133.01
5122,Nissan,F-150,2001-10-29,Tan,77562.22
5123,BMW,F-150,2019-10-05,LightGreen,8930.37
5124,Audi,A4,2005-03-07,LightGray,50980.51
5125,Toyota,Altima,2007-08-26,Maroon,27433.25
5126,Mercedes-Benz,Civic,2006-09-21,Linen,19944.01
5127,Mercedes-Benz,Civic,2008-07-01,Thistle,69868.53
5128,Nissan,Civic,2023-05-19,LightSeaGreen,20229.55
5129,Toyota,Golf,2006-05-09,DimGray,60778.84
5130,Ford,A4,2004-08-13,DarkSlateGray,66369.68
5131,Honda,Corolla,2004-07-17,Lime,70388.36
5132,Ford,Silverado,1999-02-08,LightSkyBlue,7091.23
5133,Ford,F-150,2013-08-16,PowderBlue,42463.31
5134,Chevrolet,3 Series,2004-05-17,Khaki,63119.01
5135,Audi,F-150,2012-06-08,LightGreen,33818.16
5136,Chevrolet,C-Class,2018-01-12,DeepPink,37966.8
5137,Nissan,3 Series,2001-06-09,AntiqueWhite,25520.44
5138,Honda,Silverado,2012-07-16,MintCream,68200.26
5139,BMW,Silverado,2017-11-12,Orange,5492.43
5140,Nissan,Golf,2020-08-10,Coral,31942.73
5141,Nissan,Golf,2015-03-09,Linen,25597.4
5142,Ford,Altima,2003-10-21,Teal,53354.37
5143,Chevrolet,Corolla,2020-11-06,ForestGreen,74360.04
5144,Audi,Golf,2012-03-07,Red,34157.61
5145,Nissan,Model S,2003-04-18,BlanchedAlmond,17026.9
5146,Mercedes-Benz,Altima,2005-09-10,Red,69521.66
5147,Toyota,Civic,2008-07-08,Salmon,11676.72
5148,BMW,C-Class,2003-02-28,Chartreuse,23682.87
5149,Tesla,Altima,2017-09-06,IndianRed,40201.56
5150,Ford,Altima,1997-12-14,Magenta,13113.81
5151,BMW,A4,2001-05-21,Chocolate,53121.67
5152,BMW,A4,1994-01-17,ForestGreen,6948.51
5153,Mercedes-Benz,F-150,1997-11-01,AntiqueWhite,67962.84
5154,Tesla,A4,2004-08-09,FireBrick,75242.29
5155,Toyota,Silverado,2004-08-20,DarkGreen,36827.2
5156,Honda,Altima,1999-07-18,DarkGoldenRod,44613.9
5157,Ford,C-Class,2003-12-17,MediumBlue,72879.92
5158,BMW,3 Series,2016-07-13,Gray,34641.52
5159,Honda,Silverado,1994-12-30,AntiqueWhite,71712.29
5160,Mercedes-Benz,Corolla,2020-02-19,Coral,43244.53
5161,Nissan,Silverado,2017-06-04,LightCoral,30333.59
5162,Audi,A4,2013-04-01,Moccasin,45377.6
5163,Toyota,Golf,2019-05-17,Indigo,6674.52
5164,Toyota,Altima,2020-06-27,MediumTurquoise,37999.28
5165,Ford,A4,2005-11-11,LightCyan,22302.37
5166,Toyota,Golf,2005-05-15,SandyBrown,72363.08
5167,Tesla,C-Class,2012-08-25,MediumBlue,16999.79
5168,Audi,Civic,1998-07-24,Peru,46357.16
5169,Mercedes-Benz,Golf,2005-01-01,SlateBlue,73243.01
5170,Mercedes-Benz,C-Class,2018-08-28,IndianRed,36452.04
5171,Tesla,Altima,2015-08-18,Green,16057.29
5172,Volkswagen,Golf,2023-09-27,DarkBlue,20897.84
5173,Ford,F-150,2008-07-01,BurlyWood,36481.3
5174,Tesla,F-150,2023-01-09,Ivory,33067.11
5175,Tesla,Civic,2004-11-03,LightGray,27518.98
5176,BMW,Civic,2016-04-27,LightSalmon,59453.1
5177,BMW,Model S,1998-03-02,Moccasin,57231.49
5178,BMW,A4,2000-04-29,Chocolate,68376.3
5179,Honda,Golf,1995-02-03,Turquoise,64470.24
5180,Chevrolet,A4,2005-11-02,Plum,35713.52
5181,Nissan,Corolla,2015-01-31,Orchid,33038.96
5182,Volkswagen,Corolla,2023-08-04,MediumBlue,14544.55
5183,Toyota,F-150,2022-05-25,DarkMagenta,68757.76
5184,Audi,Silverado,1996-08-16,DarkCyan,8196.88
5185,Ford,F-150,1998-04-30,Coral,68934.41
5186,Nissan,Corolla,2015-09-23,SlateBlue,49022.99
5187,Honda,A4,1998-10-13,CadetBlue,33398.5
5188,Toyota,Silverado,1997-10-28,Purple,64787.04
5189,Toyota,Corolla,2013-02-03,SpringGreen,53503.56
5190,Audi,Civic,2008-07-14,HotPink,40788.98
5191,Volkswagen,Silverado,2008-04-22,DarkTurquoise,7992.6
5192,Volkswagen,Silverado,2000-04-19,SeaShell,75106.8
5193,Chevrolet,Corolla,2014-02-05,Chocolate,61810.84
5194,BMW,Golf,1996-04-22,MidnightBlue,18076.97
5195,Chevrolet,A4,1996-06-08,LightYellow,47213.36
5196,Tesla,C-Class,2004-12-20,DarkMagenta,13803.45
5197,Volkswagen,Corolla,2021-05-27,SkyBlue,78975.96
5198,Mercedes-Benz,Golf,1994-02-25,Chartreuse,72934.23
5199,Mercedes-Benz,F-150,2009-12-03,YellowGreen,66549.29
5200,Chevrolet,Civic,2002-07-02,Indigo,23790.95
5201,Audi,3 Series,2012-08-10,Chartreuse,63139.04
5202,Honda,F-150,1996-11-07,GoldenRod,30628.39
5203,Toyota,Corolla,2004-11-26,SpringGreen,8173.99
5204,Volkswagen,Golf,2007-10-26,Chartreuse,6272.83
5205,Toyota,Civic,2012-05-12,LightSlateGray,67786.34
5206,BMW,3 Series,2002-04-09,Pink,76798.97
5207,Toyota,Golf,2014-02-11,MediumOrchid,61998.13
5208,Audi,3 Series,2013-11-16,LightGreen,33817.47
5209,Volkswagen,F-150,2016-11-18,LightBlue,19127.08
5210,Honda,3 Series,2001-06-01,MediumSeaGreen,74682.02
5211,BMW,Altima,2006-01-28,Olive,52109.69
5212,Toyota,F-150,2019-02-04,DeepPink,71137.42
5213,Honda,C-Class,2013-09-27,Brown,35549.37
5214,Chevrolet,A4,2000-10-28,LightSeaGreen,30117.01
5215,Chevrolet,Golf,2014-05-21,Silver,43160.45
5216,Audi,Model S,1999-08-17,LightYellow,58454.63
5217,Toyota,Silverado,2016-01-02,Moccasin,62327.5
5218,Chevrolet,Corolla,2017-04-12,Wheat,74076.04
5219,BMW,Corolla,1994-09-01,SlateBlue,26417.71
5220,Honda,Model S,1998-02-21,LightBlue,16519.91
5221,Honda,A4,2011-08-22,SteelBlue,41281.86
5222,Toyota,F-150,2012-02-27,LightSeaGreen,10479.16
5223,Chevrolet,A4,2014-11-24,SeaShell,66387.6
5224,Toyota,Silverado,2022-12-31,SpringGreen,35683.61
5225,Mercedes-Benz,Golf,2023-12-29,CornflowerBlue,38135.49
5226,Ford,3 Series,2017-01-24,MediumSlateBlue,67211.85
5227,BMW,Golf,2003-06-27,LightGray,68719.57
5228,Audi,Altima,2002-02-20,MediumAquaMarine,46939.37
5229,Mercedes-Benz,Civic,1996-01-15,Pink,79069.28
5230,Chevrolet,C-Class,2011-02-03,YellowGreen,10520.54
5231,BMW,A4,2000-08-09,DarkGreen,14356.67
5232,Volkswagen,A4,1998-09-02,LightSeaGreen,13179.79
5233,Tesla,F-150,2009-11-08,Black,69869.79
5234,BMW,C-Class,2014-02-22,LemonChiffon,16339.07
5235,BMW,Silverado,1995-02-07,DarkCyan,25533.2
5236,Volkswagen,Golf,2004-03-26,SeaShell,72480.56
5237,Honda,3 Series,2020-12-31,PaleGoldenRod,5454.22
5238,Mercedes-Benz,Model S,2002-02-14,MediumVioletRed,50617.14
5239,Mercedes-Benz,A4,2002-06-05,MediumSpringGreen,60994.67
5240,Ford,Civic,2018-10-19,Olive,7574.9
5241,Chevrolet,F-150,2004-10-29,SteelBlue,69512.18
5242,Audi,F-150,2007-09-10,GoldenRod,45291.43
5243,Audi,Model S,2010-06-25,Khaki,23921.76
5244,Mercedes-Benz,Altima,2018-12-10,PaleTurquoise,14443.87
5245,Mercedes-Benz,C-Class,2009-08-10,Olive,16957.46
5246,BMW,C-Class,1998-05-23,Pink,62629.49
5247,Audi,F-150,1996-06-13,PaleTurquoise,73260.48
5248,Chevrolet,F-150,2006-05-21,LightBlue,22470.85
5249,Volkswagen,Model S,2004-05-12,Yellow,10952.94
5250,Nissan,Silverado,2012-05-13,Snow,62190.46
5251,Toyota,A4,1999-02-27,Beige,66121.93
5252,Mercedes-Benz,Corolla,2002-12-02,Pink,14020.89
5253,Volkswagen,A4,2008-04-10,Maroon,74326.98
5254,Ford,Civic,2021-10-29,DarkViolet,26248.26
5255,Volkswagen,3 Series,2021-04-08,DarkCyan,75351.1
5256,Mercedes-Benz,Civic,2000-11-11,DodgerBlue,7470.06
5257,Ford,Altima,2007-07-14,SeaShell,59526.35
5258,BMW,Golf,2015-11-12,LightSalmon,8472.05
5259,Tesla,Civic,1996-07-13,DarkSlateBlue,27358.03
5260,Honda,Corolla,2001-11-04,GoldenRod,64574.47
5261,BMW,Silverado,2016-06-21,MediumSpringGreen,37653.88
5262,Ford,C-Class,2017-07-05,MediumOrchid,17151.32
